f107_d1,f107_d2,f107_d3,f107_d4,f107_d5,f107_d6,f107_d7,f107_d8,f107_d9,f107_d10,f107_d11,f107_d12,f107_d13,f107_d14,f107_d15,f107_d16,f107_d17,f107_d18,f107_d19,f107_d20,f107_d21,f107_d22,f107_d23,f107_d24,f107_d25,f107_d26,f107_d27,ap_d1,ap_d2,ap_d3,ap_d4,ap_d5,ap_d6,ap_d7,ap_d8,ap_d9,ap_d10,ap_d11,ap_d12,ap_d13,ap_d14,ap_d15,ap_d16,ap_d17,ap_d18,ap_d19,ap_d20,ap_d21,ap_d22,ap_d23,ap_d24,ap_d25,ap_d26,ap_d27,kp_d1,kp_d2,kp_d3,kp_d4,kp_d5,kp_d6,kp_d7,kp_d8,kp_d9,kp_d10,kp_d11,kp_d12,kp_d13,kp_d14,kp_d15,kp_d16,kp_d17,kp_d18,kp_d19,kp_d20,kp_d21,kp_d22,kp_d23,kp_d24,kp_d25,kp_d26,kp_d27,issued_utc
120.0,125.0,125.0,125.0,125.0,125.0,125.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,125.0,125.0,125.0,125.0,125.0,125.0,130.0,135.0,130.0,125.0,125.0,125.0,125.0,26.0,15.0,8.0,10.0,15.0,8.0,10.0,8.0,8.0,8.0,12.0,18.0,8.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2022-11-21T00:00:00Z
145.0,140.0,130.0,125.0,120.0,115.0,115.0,115.0,115.0,115.0,115.0,120.0,120.0,120.0,120.0,120.0,120.0,125.0,130.0,135.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,5.0,20.0,15.0,12.0,20.0,20.0,20.0,20.0,12.0,10.0,12.0,8.0,5.0,18.0,10.0,10.0,8.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,2022-12-12T00:00:00Z
155.0,150.0,150.0,145.0,145.0,140.0,145.0,150.0,155.0,160.0,165.0,165.0,165.0,165.0,170.0,170.0,170.0,175.0,180.0,180.0,175.0,170.0,165.0,160.0,160.0,155.0,155.0,56.0,32.0,16.0,10.0,8.0,8.0,16.0,18.0,15.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,8.0,8.0,5.0,8.0,15.0,5.0,5.0,5.0,12.0,16.0,7.0,6.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2023-02-27T00:00:00Z
185.0,190.0,200.0,200.0,195.0,190.0,185.0,180.0,175.0,170.0,175.0,175.0,180.0,180.0,175.0,170.0,170.0,170.0,175.0,175.0,180.0,185.0,185.0,190.0,185.0,185.0,185.0,20.0,16.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,16.0,8.0,8.0,5.0,8.0,16.0,5.0,5.0,5.0,12.0,16.0,26.0,18.0,10.0,8.0,24.0,16.0,20.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,2023-03-06T00:00:00Z
160.0,155.0,145.0,145.0,135.0,135.0,135.0,135.0,135.0,132.0,132.0,132.0,132.0,130.0,132.0,135.0,135.0,140.0,145.0,148.0,150.0,150.0,155.0,155.0,158.0,160.0,160.0,8.0,8.0,5.0,5.0,12.0,15.0,10.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,12.0,8.0,5.0,8.0,8.0,12.0,10.0,15.0,5.0,20.0,15.0,10.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,2023-03-27T00:00:00Z
135.0,130.0,125.0,120.0,120.0,125.0,130.0,135.0,140.0,140.0,140.0,140.0,140.0,145.0,150.0,155.0,160.0,165.0,170.0,170.0,165.0,160.0,155.0,150.0,145.0,140.0,135.0,47.0,15.0,8.0,10.0,15.0,10.0,8.0,12.0,10.0,8.0,8.0,5.0,5.0,12.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2023-04-24T00:00:00Z
160.0,155.0,160.0,160.0,165.0,165.0,165.0,165.0,165.0,170.0,175.0,175.0,175.0,180.0,180.0,175.0,175.0,170.0,170.0,170.0,170.0,170.0,165.0,160.0,160.0,165.0,165.0,12.0,12.0,12.0,12.0,5.0,5.0,5.0,5.0,12.0,12.0,5.0,5.0,12.0,8.0,5.0,5.0,5.0,5.0,5.0,12.0,5.0,5.0,5.0,20.0,30.0,8.0,8.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,6.0,3.0,3.0,2023-06-19T00:00:00Z
180.0,182.0,178.0,170.0,172.0,172.0,170.0,160.0,160.0,160.0,160.0,165.0,165.0,170.0,170.0,165.0,165.0,165.0,165.0,170.0,175.0,180.0,180.0,180.0,180.0,175.0,175.0,18.0,25.0,15.0,10.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2023-07-17T00:00:00Z
172.0,168.0,164.0,160.0,160.0,158.0,150.0,145.0,150.0,155.0,155.0,155.0,160.0,160.0,155.0,150.0,150.0,145.0,145.0,145.0,150.0,155.0,155.0,160.0,165.0,168.0,168.0,22.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2023-09-25T00:00:00Z
120.0,125.0,130.0,135.0,135.0,135.0,140.0,140.0,142.0,142.0,142.0,144.0,144.0,144.0,140.0,138.0,136.0,136.0,138.0,136.0,134.0,130.0,130.0,130.0,125.0,123.0,120.0,10.0,8.0,6.0,5.0,12.0,8.0,8.0,8.0,10.0,12.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,8.0,5.0,5.0,5.0,8.0,10.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2023-10-23T00:00:00Z
140.0,145.0,145.0,145.0,145.0,145.0,145.0,148.0,152.0,152.0,155.0,155.0,152.0,150.0,148.0,145.0,140.0,140.0,140.0,145.0,145.0,140.0,140.0,140.0,140.0,140.0,140.0,20.0,10.0,15.0,12.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,10.0,16.0,12.0,10.0,5.0,5.0,5.0,5.0,10.0,8.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2023-11-20T00:00:00Z
180.0,180.0,175.0,175.0,170.0,165.0,160.0,150.0,145.0,140.0,140.0,140.0,145.0,145.0,140.0,140.0,140.0,140.0,140.0,140.0,150.0,160.0,160.0,160.0,160.0,160.0,160.0,10.0,8.0,5.0,5.0,5.0,5.0,5.0,10.0,16.0,12.0,10.0,5.0,5.0,5.0,5.0,10.0,8.0,5.0,5.0,5.0,5.0,15.0,25.0,8.0,5.0,20.0,10.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,5.0,4.0,2023-11-27T00:00:00Z
165.0,165.0,165.0,170.0,165.0,165.0,165.0,160.0,165.0,160.0,155.0,150.0,150.0,150.0,145.0,140.0,135.0,135.0,135.0,130.0,135.0,140.0,140.0,140.0,150.0,160.0,165.0,10.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2024-01-08T00:00:00Z
180.0,175.0,175.0,180.0,175.0,170.0,170.0,172.0,172.0,170.0,165.0,165.0,165.0,168.0,165.0,165.0,160.0,160.0,168.0,172.0,175.0,175.0,178.0,180.0,180.0,180.0,180.0,12.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2024-02-26T00:00:00Z
180.0,185.0,190.0,185.0,175.0,175.0,175.0,175.0,180.0,205.0,205.0,200.0,195.0,190.0,185.0,180.0,175.0,170.0,165.0,170.0,175.0,175.0,170.0,165.0,165.0,165.0,175.0,35.0,12.0,8.0,10.0,5.0,5.0,8.0,15.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,12.0,8.0,5.0,12.0,8.0,5.0,5.0,8.0,12.0,6.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2024-05-06T00:00:00Z
155.0,155.0,155.0,155.0,165.0,165.0,165.0,175.0,175.0,190.0,200.0,210.0,200.0,195.0,190.0,185.0,180.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,165.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,12.0,8.0,12.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2024-05-27T00:00:00Z
175.0,170.0,170.0,165.0,165.0,155.0,155.0,165.0,175.0,185.0,185.0,185.0,190.0,195.0,200.0,200.0,205.0,205.0,205.0,205.0,200.0,190.0,180.0,175.0,170.0,165.0,160.0,35.0,20.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2024-06-10T00:00:00Z
175.0,180.0,180.0,180.0,175.0,175.0,190.0,190.0,180.0,175.0,180.0,190.0,180.0,185.0,190.0,195.0,190.0,185.0,190.0,180.0,180.0,165.0,165.0,180.0,170.0,170.0,170.0,8.0,15.0,8.0,8.0,5.0,8.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2024-06-17T00:00:00Z
210.0,210.0,210.0,210.0,190.0,190.0,190.0,180.0,180.0,185.0,185.0,190.0,190.0,190.0,195.0,195.0,190.0,190.0,190.0,190.0,185.0,180.0,180.0,180.0,180.0,180.0,180.0,18.0,72.0,35.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,8.0,5.0,5.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2024-07-29T00:00:00Z
225.0,225.0,220.0,220.0,225.0,225.0,220.0,215.0,210.0,210.0,215.0,225.0,225.0,220.0,225.0,225.0,230.0,235.0,230.0,225.0,240.0,240.0,240.0,240.0,230.0,220.0,220.0,10.0,30.0,22.0,8.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,25.0,15.0,10.0,5.0,5.0,5.0,5.0,5.0,10.0,3.0,6.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2024-09-09T00:00:00Z
200.0,200.0,200.0,205.0,205.0,205.0,205.0,205.0,205.0,200.0,185.0,175.0,175.0,175.0,175.0,175.0,175.0,170.0,170.0,170.0,170.0,170.0,175.0,180.0,185.0,190.0,195.0,10.0,5.0,5.0,5.0,5.0,10.0,10.0,5.0,5.0,5.0,10.0,20.0,19.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,28.0,10.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2024-09-30T00:00:00Z
265.0,260.0,255.0,250.0,240.0,235.0,230.0,175.0,175.0,175.0,170.0,170.0,170.0,170.0,170.0,175.0,180.0,185.0,190.0,195.0,215.0,230.0,240.0,250.0,225.0,230.0,215.0,28.0,12.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,10.0,5.0,5.0,12.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2024-10-07T00:00:00Z
205.0,210.0,210.0,210.0,210.0,205.0,205.0,205.0,205.0,205.0,205.0,210.0,215.0,220.0,215.0,215.0,215.0,215.0,210.0,215.0,215.0,215.0,215.0,220.0,215.0,205.0,205.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,7.0,5.0,12.0,12.0,10.0,5.0,5.0,10.0,15.0,10.0,8.0,5.0,8.0,8.0,8.0,12.0,8.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2024-11-25T00:00:00Z
170.0,165.0,165.0,170.0,170.0,175.0,175.0,180.0,180.0,180.0,180.0,180.0,185.0,185.0,180.0,180.0,180.0,180.0,175.0,175.0,170.0,170.0,160.0,160.0,165.0,170.0,165.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,8.0,5.0,5.0,5.0,12.0,10.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2024-12-16T00:00:00Z
150.0,145.0,145.0,145.0,150.0,155.0,155.0,160.0,160.0,165.0,165.0,165.0,170.0,170.0,175.0,175.0,170.0,170.0,165.0,160.0,155.0,155.0,150.0,150.0,150.0,145.0,145.0,6.0,8.0,10.0,6.0,8.0,10.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,15.0,12.0,12.0,10.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2025-01-13T00:00:00Z
215.0,215.0,215.0,215.0,210.0,210.0,200.0,200.0,195.0,195.0,195.0,190.0,180.0,180.0,185.0,185.0,180.0,180.0,175.0,185.0,190.0,190.0,185.0,185.0,195.0,205.0,210.0,14.0,18.0,8.0,10.0,5.0,5.0,5.0,10.0,15.0,15.0,20.0,10.0,15.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,25.0,25.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,2025-02-03T00:00:00Z
210.0,210.0,210.0,200.0,195.0,195.0,190.0,190.0,190.0,190.0,185.0,180.0,170.0,160.0,155.0,160.0,170.0,180.0,185.0,185.0,185.0,180.0,180.0,185.0,190.0,195.0,200.0,8.0,8.0,6.0,10.0,12.0,10.0,8.0,5.0,5.0,5.0,5.0,10.0,10.0,25.0,15.0,15.0,25.0,30.0,30.0,20.0,18.0,15.0,20.0,8.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2025-02-24T00:00:00Z
180.0,180.0,185.0,190.0,195.0,200.0,195.0,190.0,180.0,165.0,160.0,150.0,150.0,160.0,160.0,160.0,150.0,150.0,155.0,160.0,160.0,160.0,165.0,175.0,180.0,180.0,185.0,12.0,15.0,10.0,10.0,8.0,5.0,5.0,5.0,15.0,25.0,25.0,15.0,5.0,5.0,5.0,5.0,5.0,10.0,20.0,35.0,10.0,12.0,35.0,40.0,25.0,20.0,10.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,3.0,4.0,6.0,6.0,5.0,5.0,3.0,2025-03-17T00:00:00Z
170.0,175.0,175.0,175.0,180.0,180.0,180.0,185.0,185.0,180.0,175.0,175.0,175.0,175.0,170.0,170.0,175.0,175.0,175.0,170.0,170.0,165.0,165.0,170.0,170.0,165.0,165.0,5.0,5.0,5.0,10.0,20.0,35.0,10.0,12.0,30.0,35.0,25.0,18.0,10.0,15.0,12.0,8.0,5.0,10.0,12.0,8.0,10.0,15.0,15.0,15.0,15.0,10.0,8.0,2.0,2.0,2.0,3.0,5.0,6.0,3.0,3.0,5.0,6.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2025-03-31T00:00:00Z
160.0,165.0,165.0,165.0,165.0,165.0,165.0,170.0,170.0,170.0,170.0,175.0,170.0,165.0,165.0,165.0,160.0,165.0,165.0,165.0,160.0,155.0,155.0,155.0,155.0,155.0,155.0,12.0,35.0,35.0,25.0,18.0,8.0,8.0,6.0,6.0,6.0,25.0,35.0,20.0,12.0,25.0,20.0,18.0,18.0,18.0,15.0,18.0,5.0,5.0,5.0,5.0,12.0,12.0,4.0,6.0,6.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,2025-04-21T00:00:00Z
125.0,120.0,120.0,115.0,115.0,115.0,115.0,120.0,125.0,125.0,125.0,130.0,130.0,130.0,135.0,140.0,140.0,140.0,140.0,140.0,145.0,145.0,145.0,145.0,140.0,130.0,125.0,8.0,12.0,10.0,5.0,5.0,5.0,8.0,10.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,8.0,25.0,30.0,20.0,20.0,20.0,12.0,8.0,10.0,12.0,10.0,10.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2025-05-12T00:00:00Z
150.0,150.0,150.0,150.0,155.0,155.0,155.0,155.0,155.0,150.0,150.0,155.0,155.0,155.0,160.0,160.0,155.0,155.0,160.0,155.0,150.0,145.0,140.0,140.0,130.0,130.0,125.0,85.0,35.0,18.0,20.0,15.0,10.0,8.0,5.0,15.0,12.0,10.0,35.0,25.0,18.0,15.0,12.0,10.0,8.0,8.0,8.0,8.0,12.0,15.0,35.0,25.0,12.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,3.0,2025-06-02T00:00:00Z
115.0,115.0,115.0,120.0,120.0,120.0,118.0,120.0,120.0,125.0,130.0,130.0,130.0,125.0,125.0,125.0,130.0,125.0,125.0,120.0,115.0,115.0,115.0,110.0,110.0,110.0,115.0,22.0,12.0,12.0,8.0,15.0,32.0,22.0,15.0,12.0,10.0,8.0,8.0,8.0,8.0,12.0,15.0,35.0,25.0,12.0,8.0,6.0,6.0,10.0,12.0,8.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2025-06-09T00:00:00Z
125.0,120.0,115.0,115.0,110.0,110.0,105.0,110.0,110.0,110.0,120.0,130.0,130.0,135.0,140.0,145.0,150.0,150.0,150.0,150.0,145.0,140.0,140.0,130.0,120.0,115.0,115.0,22.0,12.0,10.0,8.0,12.0,8.0,5.0,15.0,18.0,25.0,20.0,10.0,12.0,15.0,8.0,18.0,25.0,20.0,12.0,10.0,8.0,5.0,5.0,5.0,5.0,5.0,25.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2025-11-17T03:37:00Z
